libgs-common	10.02.1~dfsg1-0ubuntu7.8	all
libgs10	10.02.1~dfsg1-0ubuntu7.8	arm64
libgs10-common	10.02.1~dfsg1-0ubuntu7.8	all
libgsm1	1.0.22-1build1	arm64
libgssapi-krb5-2	1.20.1-6ubuntu2.8	arm64
libgssrpc4t64	1.20.1-6ubuntu2.8	arm64
libgstreamer-plugins-base1.0-0	1.24.2-1ubuntu0.4	arm64
libgstreamer1.0-0	1.24.2-1ubuntu0.1	arm64
libgtest-dev	1.14.0-1	arm64
libgtk-3-0t64	3.24.41-4ubuntu1.3	arm64
libgtk-3-bin	3.24.41-4ubuntu1.3	arm64
libgtk-3-common	3.24.41-4ubuntu1.3	all
libgts-0.7-5t64	0.7.6+darcs121130-5.2build1	arm64
libgts-dev	0.7.6+darcs121130-5.2build1	arm64
libgudev-1.0-0	1:238-5ubuntu1	arm64
libgvc6	2.42.2-9ubuntu0.1	arm64
libgvpr2	2.42.2-9ubuntu0.1	arm64
libharfbuzz0b	8.3.0-2build2	arm64
libhdf4-0-alt	4.2.16-4build1	arm64
libhdf4-alt-dev	4.2.16-4build1	arm64
libhdf5-103-1t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-cpp-103-1t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-dev	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-fortran-102t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-hl-100t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-hl-cpp-100t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-hl-fortran-100t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-mpi-dev	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-openmpi-103-1t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-openmpi-cpp-103-1t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-openmpi-dev	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-openmpi-fortran-102t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-openmpi-hl-100t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-openmpi-hl-cpp-100t64	1.10.10+repack-3.1ubuntu4	arm64
libhdf5-openmpi-hl-fortran-100t64	1.10.10+repack-3.1ubuntu4	arm64
libheif-dev	1.17.6-1ubuntu4.8	arm64
libheif-plugin-aomdec	1.17.6-1ubuntu4.8	arm64
libheif1	1.17.6-1ubuntu4.8	arm64
libhogweed6t64	3.9.1-2.2build1.1	arm64
libhwasan0	14.2.0-4ubuntu2~24.04.1	arm64
libhwloc-dev	2.10.0-1build1	arm64
libhwloc-plugins	2.10.0-1build1	arm64
libhwloc15	2.10.0-1build1	arm64
libhwy-dev	1.0.7-8.1build1	arm64
libhwy1t64	1.0.7-8.1build1	arm64
libibus-1.0-5	1.5.29-2	arm64
libibus-1.0-dev	1.5.29-2	arm64
libibverbs-dev	50.0-2ubuntu0.2	arm64
libibverbs1	50.0-2ubuntu0.2	arm64
libice-dev	2:1.0.10-1build3	arm64
libice6	2:1.0.10-1build3	arm64
libicu-dev	74.2-1ubuntu3.1	arm64
libicu74	74.2-1ubuntu3.1	arm64
libidn12	1.42-1ubuntu0.1	arm64
libidn2-0	2.3.7-2build1.1	arm64
libiec61883-0	1.2.0-6build1	arm64
libijs-0.35	0.35-15.1build1	arm64
libimagequant0	2.18.0-1build1	arm64
libimath-3-1-29t64	3.1.9-3.1ubuntu2	arm64
libimath-dev	3.1.9-3.1ubuntu2	arm64
libinput-bin	1.25.0-1ubuntu3.6	arm64
libinput10	1.25.0-1ubuntu3.6	arm64
libisl23	0.26-3build1.1	arm64
libitm1	14.2.0-4ubuntu2~24.04.1	arm64
libjack-jackd2-0	1.9.21~dfsg-3ubuntu3	arm64
libjansson4	2.14-2build2	arm64
libjbig-dev	2.1-6.1ubuntu2	arm64
libjbig0	2.1-6.1ubuntu2	arm64
libjbig2dec0	0.20-1ubuntu0.24.04.1	arm64
libjpeg-dev	8c-2ubuntu11	arm64
libjpeg-turbo8	2.1.5-2ubuntu2	arm64
libjpeg-turbo8-dev	2.1.5-2ubuntu2	arm64
libjpeg8	8c-2ubuntu11	arm64
libjpeg8-dev	8c-2ubuntu11	arm64
libjs-jquery	3.6.1+dfsg+~3.5.14-1	all
libjs-jquery-ui	1.13.2+dfsg-1	all
libjs-sphinxdoc	7.2.6-6	all
libjs-underscore	1.13.4~dfsg+~1.11.4-3	all
libjson-c-dev	0.17-1build1	arm64
libjson-c5	0.17-1build1	arm64
libjson-glib-1.0-0	1.8.0-2build2	arm64
libjson-glib-1.0-common	1.8.0-2build2	all
libjsoncpp-dev	1.9.5-6build1	arm64
libjsoncpp25	1.9.5-6build1	arm64
libjxl-dev	0.7.0-10.2ubuntu6.1	arm64
libjxl0.7	0.7.0-10.2ubuntu6.1	arm64
libjxr0t64	1.2~git20170615.f752187-5.1ubuntu2	arm64
libk5crypto3	1.20.1-6ubuntu2.8	arm64
libkadm5clnt-mit12	1.20.1-6ubuntu2.8	arm64
libkadm5srv-mit12	1.20.1-6ubuntu2.8	arm64
libkdb5-10t64	1.20.1-6ubuntu2.8	arm64
libkeyutils1	1.6.3-3build1	arm64
libklu2	1:7.6.1+dfsg-1build1	arm64
libkml-dev	1.3.0-12build1	arm64
libkmlbase1t64	1.3.0-12build1	arm64
libkmlconvenience1t64	1.3.0-12build1	arm64
libkmldom1t64	1.3.0-12build1	arm64
libkmlengine1t64	1.3.0-12build1	arm64
libkmlregionator1t64	1.3.0-12build1	arm64
libkmlxsd1t64	1.3.0-12build1	arm64
libkmod2	31+20240202-2ubuntu7.2	arm64
libkrb5-3	1.20.1-6ubuntu2.8	arm64
libkrb5-dev	1.20.1-6ubuntu2.8	arm64
libkrb5support0	1.20.1-6ubuntu2.8	arm64
libksba8	1.6.6-1build1	arm64
liblab-gamut1	2.42.2-9ubuntu0.1	arm64
liblapack-dev	3.12.0-3build1.1	arm64
liblapack3	3.12.0-3build1.1	arm64
liblbfgsb0	3.0+dfsg.4-1build1	arm64
liblcms2-2	2.14-2ubuntu0.1	arm64
liblcms2-dev	2.14-2ubuntu0.1	arm64
libldap2	2.6.10+dfsg-0ubuntu0.24.04.1	arm64
libldl3	1:7.6.1+dfsg-1build1	arm64
liblept5	1.82.0-3build4	arm64
liblerc-dev	4.0.0+ds-4ubuntu2	arm64
liblerc4	4.0.0+ds-4ubuntu2	arm64
liblilv-0-0	0.24.22-1build1	arm64
libllvm18	1:18.1.3-1ubuntu1	arm64
libllvm20	1:20.1.2-0ubuntu1~24.04.3	arm64
liblsan0	14.2.0-4ubuntu2~24.04.1	arm64
libltdl-dev	2.4.7-7build1	arm64
libltdl7	2.4.7-7build1	arm64
liblttng-ctl0t64	2.13.11-2.1build4	arm64
liblttng-ust-common1t64	2.13.7-1.1ubuntu2	arm64
liblttng-ust-ctl5t64	2.13.7-1.1ubuntu2	arm64
liblttng-ust-dev	2.13.7-1.1ubuntu2	arm64
liblttng-ust-python-agent1t64	2.13.7-1.1ubuntu2	arm64
liblttng-ust1t64	2.13.7-1.1ubuntu2	arm64
liblz4-1	1.9.4-1build1.1	arm64
liblz4-dev	1.9.4-1build1.1	arm64
liblzma-dev	5.6.1+really5.4.5-1ubuntu0.3	arm64
liblzma5	5.6.1+really5.4.5-1ubuntu0.3	arm64
libmagic-mgc	1:5.45-3build1	arm64
libmagic1t64	1:5.45-3build1	arm64
libmbedcrypto7t64	2.28.8-1	arm64
libmbim-glib4	1.31.2-0ubuntu3.1	arm64
libmbim-proxy	1.31.2-0ubuntu3.1	arm64
libmbim-utils	1.31.2-0ubuntu3.1	arm64
libmd-dev	1.1.0-2build1.1	arm64
libmd0	1.1.0-2build1.1	arm64
libmd4c0	0.4.8-1build1	arm64
libminizip-dev	1:1.3.dfsg-3.1ubuntu2.2	arm64
libminizip1t64	1:1.3.dfsg-3.1ubuntu2.2	arm64
libmm-glib0	1.23.4-0ubuntu2	arm64
libmount-dev	2.39.3-9ubuntu6.6	arm64
libmount1	2.39.3-9ubuntu6.6	arm64
libmp3lame0	3.100-6build1	arm64
libmpc3	1.3.1-1build1.1	arm64
libmpfr6	4.2.1-1build1.1	arm64
libmpg123-0t64	1.32.5-1ubuntu1.1	arm64
libmtdev1t64	1.1.6-1.1build1	arm64
libmunge2	0.5.15-4ubuntu0.1	arm64
libmysofa1	1.3.2+dfsg-2ubuntu2	arm64
libmysqlclient-dev	8.0.46-0ubuntu0.24.04.4	arm64
libmysqlclient21	8.0.46-0ubuntu0.24.04.4	arm64
libnanoflann-dev	1.5.4+ds-1	all
libncurses6	6.4+20240113-1ubuntu2.2	arm64
libncursesw6	6.4+20240113-1ubuntu2.2	arm64
libnetcdf-dev	1:4.9.2-5ubuntu4	arm64
libnetcdf19t64	1:4.9.2-5ubuntu4	arm64
libnettle8t64	3.9.1-2.2build1.1	arm64
libnghttp2-14	1.59.0-1ubuntu0.4	arm64
libnl-3-200	3.7.0-0.3build1.1	arm64
libnl-3-dev	3.7.0-0.3build1.1	arm64
libnl-genl-3-200	3.7.0-0.3build1.1	arm64
libnl-route-3-200	3.7.0-0.3build1.1	arm64
libnl-route-3-dev	3.7.0-0.3build1.1	arm64
libnorm-dev	1.5.9+dfsg-3.1build1	arm64
libnorm1t64	1.5.9+dfsg-3.1build1	arm64
libnotify4	0.8.3-1build2	arm64
libnpth0t64	1.6-3.1build1	arm64
libnspr4	2:4.35-1.1build1	arm64
libnss-mdns	0.15.1-4build1	arm64
libnss-systemd	255.4-1ubuntu8.17	arm64
libnss3	2:3.98-1ubuntu0.2	arm64
libnuma-dev	2.0.18-1ubuntu0.24.04.1	arm64
libnuma1	2.0.18-1ubuntu0.24.04.1	arm64
liboctomap-dev	1.9.7+dfsg-3.1build3	arm64
liboctomap1.9t64	1.9.7+dfsg-3.1build3	arm64
libodbc2	2.3.12-1ubuntu0.24.04.1	arm64
libodbccr2	2.3.12-1ubuntu0.24.04.1	arm64
libodbcinst2	2.3.12-1ubuntu0.24.04.1	arm64
libode-dev	2:0.16.2-1.1build1	arm64
libode8t64	2:0.16.2-1.1build1	arm64
libogdi-dev	4.1.1+ds-3build1	arm64
libogdi4.1	4.1.1+ds-3build1	arm64
libogg-dev	1.3.5-3build1	arm64
libogg0	1.3.5-3build1	arm64
libogre-1.9-dev	1.9.0+dfsg1-14.1build2	arm64
libogre-1.9.0t64	1.9.0+dfsg1-14.1build2	arm64
libomp-18-dev	1:18.1.3-1ubuntu1	arm64
libomp-dev	1:18.0-59~exp2	arm64
libomp5-18	1:18.1.3-1ubuntu1	arm64
libopenal-data	1:1.23.1-4build1	all
libopenal1	1:1.23.1-4build1	arm64
libopencv-calib3d-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-calib3d406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-contrib-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-contrib406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-core-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-core406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-dnn-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-dnn406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-features2d-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-features2d406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-flann-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-flann406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-highgui-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-highgui406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-imgcodecs-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-imgcodecs406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-imgproc-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-imgproc406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-java	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-ml-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-ml406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-objdetect-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-objdetect406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-photo-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-photo406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-shape-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-shape406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-stitching-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-stitching406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-superres-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-superres406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-video-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-video406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-videoio-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-videoio406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-videostab-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-videostab406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-viz-dev	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv-viz406t64	4.6.0+dfsg-13.1ubuntu1	arm64
libopencv406-jni	4.6.0+dfsg-13.1ubuntu1	arm64
libopenexr-3-1-30	3.1.5-5.1build3	arm64
libopenexr-dev	3.1.5-5.1build3	arm64
libopengl-dev	1.7.0-1build1	arm64
libopengl0	1.7.0-1build1	arm64
libopenjp2-7	2.5.0-2ubuntu0.5	arm64
libopenjp2-7-dev	2.5.0-2ubuntu0.5	arm64
libopenmpi-dev	4.1.6-7ubuntu2	arm64
libopenmpi3t64	4.1.6-7ubuntu2	arm64
libopenmpt0t64	0.7.3-1.1build3	arm64
libopus0	1.4-1build1	arm64
liborc-0.4-0t64	1:0.4.38-1ubuntu0.1	arm64
liborocos-kdl-dev	1.5.1-4build1	arm64
liborocos-kdl1.5	1.5.1-4build1	arm64
libp11-kit0	0.25.3-4ubuntu2.2	arm64
libpam-cap	1:2.66-5ubuntu2.4	arm64
libpam-modules	1.5.3-5ubuntu5.7	arm64
libpam-modules-bin	1.5.3-5ubuntu5.7	arm64
libpam-runtime	1.5.3-5ubuntu5.7	all
libpam-systemd	255.4-1ubuntu8.17	arm64
libpam0g	1.5.3-5ubuntu5.7	arm64
libpango-1.0-0	1.52.1+ds-1build1	arm64
libpangocairo-1.0-0	1.52.1+ds-1build1	arm64
libpangoft2-1.0-0	1.52.1+ds-1build1	arm64
libpaper-utils	1.1.29build1	arm64
libpaper1	1.1.29build1	arm64
libparu0	1:7.6.1+dfsg-1build1	arm64
libpathplan4	2.42.2-9ubuntu0.1	arm64
libpciaccess-dev	0.17-3ubuntu0.24.04.2	arm64
libpciaccess0	0.17-3ubuntu0.24.04.2	arm64
libpcre16-3	2:8.39-15build1	arm64
libpcre2-16-0	10.42-4ubuntu2.1	arm64
libpcre2-32-0	10.42-4ubuntu2.1	arm64
libpcre2-8-0	10.42-4ubuntu2.1	arm64
libpcre2-dev	10.42-4ubuntu2.1	arm64
libpcre2-posix3	10.42-4ubuntu2.1	arm64
libpcre3	2:8.39-15build1	arm64
libpcre3-dev	2:8.39-15build1	arm64
libpcre32-3	2:8.39-15build1	arm64
libpcrecpp0v5	2:8.39-15build1	arm64
libpcsclite1	2.0.3-1build1	arm64
libperl5.38t64	5.38.2-3.2ubuntu0.4	arm64
libpgm-5.3-0t64	5.3.128~dfsg-2.1build1	arm64
libpgm-dev	5.3.128~dfsg-2.1build1	arm64
libpixman-1-0	0.42.2-1build1	arm64
libpkgconf3	1.8.1-2build1	arm64
libplacebo338	6.338.2-2build1	arm64
libpmix-dev	5.0.1-4.1build1	arm64
libpmix2t64	5.0.1-4.1build1	arm64
libpng-dev	1.6.43-5ubuntu0.6	arm64
libpng-tools	1.6.43-5ubuntu0.6	arm64
libpng16-16t64	1.6.43-5ubuntu0.6	arm64
libpocketsphinx3	0.8.0+real5prealpha+1-15ubuntu5	arm64
libpoco-dev	1.11.0-4.1build2	arm64
libpocoactiverecord80t64	1.11.0-4.1build2	arm64
libpococrypto80t64	1.11.0-4.1build2	arm64
libpocodata80t64	1.11.0-4.1build2	arm64
libpocodatamysql80t64	1.11.0-4.1build2	arm64
libpocodataodbc80t64	1.11.0-4.1build2	arm64
libpocodatapostgresql80t64	1.11.0-4.1build2	arm64
libpocodatasqlite80t64	1.11.0-4.1build2	arm64
libpocoencodings80t64	1.11.0-4.1build2	arm64
libpocofoundation80t64	1.11.0-4.1build2	arm64
libpocojson80t64	1.11.0-4.1build2	arm64
libpocojwt80t64	1.11.0-4.1build2	arm64
libpocomongodb80t64	1.11.0-4.1build2	arm64
libpoconet80t64	1.11.0-4.1build2	arm64
libpoconetssl80t64	1.11.0-4.1build2	arm64
libpocoredis80t64	1.11.0-4.1build2	arm64
libpocoutil80t64	1.11.0-4.1build2	arm64
libpocoxml80t64	1.11.0-4.1build2	arm64
libpocozip80t64	1.11.0-4.1build2	arm64
libpolkit-agent-1-0	124-2ubuntu1.24.04.3	arm64
libpolkit-gobject-1-0	124-2ubuntu1.24.04.3	arm64
libpoppler-dev	24.02.0-1ubuntu9.9	arm64
libpoppler-private-dev	24.02.0-1ubuntu9.9	arm64
libpoppler134	24.02.0-1ubuntu9.9	arm64
libpopt0	1.19+dfsg-1build1	arm64
libpostproc-dev	7:6.1.1-3ubuntu5	arm64
libpostproc57	7:6.1.1-3ubuntu5	arm64
libpq-dev	16.15-0ubuntu0.24.04.1	arm64
libpq5	16.15-0ubuntu0.24.04.1	arm64
libproc2-0	2:4.0.4-4ubuntu3.3	arm64
libproj-dev	9.4.0-1build2	arm64
libproj25	9.4.0-1build2	arm64
libprotobuf-dev	3.21.12-8.2ubuntu0.3	arm64
libprotobuf-lite32t64	3.21.12-8.2ubuntu0.3	arm64
libprotobuf32t64	3.21.12-8.2ubuntu0.3	arm64
libprotoc-dev	3.21.12-8.2ubuntu0.3	arm64
libprotoc32t64	3.21.12-8.2ubuntu0.3	arm64
libproxy1v5	0.5.4-4build1	arm64
libpsl5t64	0.21.2-1.1build1	arm64
libpthread-stubs0-dev	0.4-1build3	arm64
libpugixml-dev	1.14-0.1build1	arm64
libpugixml1v5	1.14-0.1build1	arm64
libpulse-dev	1:16.1+dfsg1-2ubuntu10.1	arm64
libpulse-mainloop-glib0	1:16.1+dfsg1-2ubuntu10.1	arm64
libpulse0	1:16.1+dfsg1-2ubuntu10.1	arm64
libpyside2-dev	5.15.13-1	arm64
libpyside2-py3-5.15t64	5.15.13-1	arm64
libpython3-dev	3.12.3-0ubuntu2.1	arm64
libpython3-stdlib	3.12.3-0ubuntu2.1	arm64
libpython3.12-dev	3.12.3-1ubuntu0.16	arm64
libpython3.12-minimal	3.12.3-1ubuntu0.16	arm64
libpython3.12-stdlib	3.12.3-1ubuntu0.16	arm64
libpython3.12t64	3.12.3-1ubuntu0.16	arm64
libqhull-dev	2020.2-6build1	arm64
libqhull-r8.0	2020.2-6build1	arm64
libqhull8.0	2020.2-6build1	arm64
libqhullcpp8.0	2020.2-6build1	arm64
libqmi-glib5	1.35.2-0ubuntu2	arm64
libqmi-proxy	1.35.2-0ubuntu2	arm64
libqmi-utils	1.35.2-0ubuntu2	arm64
libqrtr-glib0	1.2.2-1ubuntu4	arm64
libqt5charts5	5.15.13-1	arm64
libqt5concurrent5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5core5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5dbus5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5designer5	5.15.13-1	arm64
libqt5gui5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5help5	5.15.13-1	arm64
libqt5location5	5.15.13+dfsg-1	arm64
libqt5location5-plugins	5.15.13+dfsg-1	arm64
libqt5network5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5opengl5-dev	5.15.13+dfsg-1ubuntu1	arm64
libqt5opengl5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5positioning5	5.15.13+dfsg-1	arm64
libqt5positioning5-plugins	5.15.13+dfsg-1	arm64
libqt5positioningquick5	5.15.13+dfsg-1	arm64
libqt5printsupport5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5qml5	5.15.13+dfsg-1ubuntu0.1	arm64
libqt5qmlmodels5	5.15.13+dfsg-1ubuntu0.1	arm64
libqt5qmlworkerscript5	5.15.13+dfsg-1ubuntu0.1	arm64
libqt5quick5	5.15.13+dfsg-1ubuntu0.1	arm64
libqt5quickcontrols2-5	5.15.13+dfsg-1	arm64
libqt5quickparticles5	5.15.13+dfsg-1ubuntu0.1	arm64
libqt5quickshapes5	5.15.13+dfsg-1ubuntu0.1	arm64
libqt5quicktemplates2-5	5.15.13+dfsg-1	arm64
libqt5quicktest5	5.15.13+dfsg-1ubuntu0.1	arm64
libqt5quickwidgets5	5.15.13+dfsg-1ubuntu0.1	arm64
libqt5serialport5	5.15.13-1	arm64
libqt5sql5-sqlite	5.15.13+dfsg-1ubuntu1	arm64
libqt5sql5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5svg5	5.15.13-1	arm64
libqt5test5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5waylandclient5	5.15.13-1	arm64
libqt5waylandcompositor5	5.15.13-1	arm64
libqt5widgets5t64	5.15.13+dfsg-1ubuntu1	arm64
libqt5xml5t64	5.15.13+dfsg-1ubuntu1	arm64
librabbitmq4	0.11.0-1ubuntu0.2	arm64
libraqm0	0.10.1-1build1	arm64
librav1e0	0.7.1-2	arm64
libraw1394-11	2.1.2-2build3	arm64
libraw1394-dev	2.1.2-2build3	arm64
libraw1394-tools	2.1.2-2build3	arm64
libraw23t64	0.21.2-2.1ubuntu0.24.04.2	arm64
librbio4	1:7.6.1+dfsg-1build1	arm64
librdmacm1t64	50.0-2ubuntu0.2	arm64
libreadline8t64	8.2-4build1	arm64
librhash0	1.4.3-3build1	arm64
librist4	0.2.10+dfsg-2	arm64
librsvg2-2	2.58.0+dfsg-1build1	arm64
librsvg2-common	2.58.0+dfsg-1build1	arm64
librtmp1	2.4+20151223.gitfa8646d.1-2build7	arm64
librttopo-dev	1.1.0-3build2	arm64
librttopo1	1.1.0-3build2	arm64
librubberband2	3.3.0+dfsg-2build1	arm64
libruby	1:3.2~ubuntu1	arm64
libruby3.2	3.2.3-1ubuntu0.24.04.8	arm64
libsamplerate0	0.2.2-4build1	arm64
libsamplerate0-dev	0.2.2-4build1	arm64
libsasl2-2	2.1.28+dfsg1-5ubuntu3.1	arm64
libsasl2-modules-db	2.1.28+dfsg1-5ubuntu3.1	arm64
libsdl2-2.0-0	2.30.0+dfsg-1ubuntu3.1	arm64
libsdl2-dev	2.30.0+dfsg-1ubuntu3.1	arm64
libseccomp2	2.5.5-1ubuntu3.1	arm64
libselinux1	3.5-2ubuntu2.1	arm64
libselinux1-dev	3.5-2ubuntu2.1	arm64
libsemanage-common	3.5-1build5	all
libsemanage2	3.5-1build5	arm64
libsensors-config	1:3.6.0-9build1	all
libsensors5	1:3.6.0-9build1	arm64
libsepol-dev	3.5-2build1	arm64
libsepol2	3.5-2build1	arm64
libserd-0-0	0.32.2-1	arm64
libsframe1	2.42-4ubuntu2.10	arm64
libshaderc-dev	2023.8-1build1	arm64
libshaderc1	2023.8-1build1	arm64
libsharpyuv-dev	1.3.2-0.4build3	arm64
libsharpyuv0	1.3.2-0.4build3	arm64
libshiboken2-dev	5.15.13-1	arm64
libshiboken2-py3-5.15t64	5.15.13-1	arm64
libshine3	3.1.1-2build1	arm64
libslang2	2.3.3-3build2	arm64
libsm-dev	2:1.2.3-1build3	arm64
libsm6	2:1.2.3-1build3	arm64
libsmartcols1	2.39.3-9ubuntu6.6	arm64
libsnappy1v5	1.1.10-1build1	arm64
libsndfile1	1.2.2-1ubuntu5.24.04.1	arm64
libsndio-dev	1.9.0-0.3build3	arm64
libsndio7.0	1.9.0-0.3build3	arm64
libsocket++1	1.12.13+git20131030.5d039ba-1build1	arm64
libsodium-dev	1.0.18-1ubuntu0.24.04.1	arm64
libsodium23	1.0.18-1ubuntu0.24.04.1	arm64
libsord-0-0	0.16.16-2build1	arm64
libsoup-3.0-0	3.4.4-5ubuntu0.7	arm64
libsoup-3.0-common	3.4.4-5ubuntu0.7	all
libsoxr0	0.1.3-4build3	arm64
libspatialite-dev	5.1.0-3build1	arm64
libspatialite8t64	5.1.0-3build1	arm64
libspdlog-dev	1:1.12.0+ds-2build1	arm64
libspdlog1.12	1:1.12.0+ds-2build1	arm64
libspeex1	1.2.1-2ubuntu2.24.04.1	arm64
libspex2	1:7.6.1+dfsg-1build1	arm64
libsphinxbase3t64	0.8+5prealpha+1-17build2	arm64
libspqr4	1:7.6.1+dfsg-1build1	arm64
libsqlite3-0	3.45.1-1ubuntu2.7	arm64
libsqlite3-dev	3.45.1-1ubuntu2.7	arm64
libsratom-0-0	0.6.16-1build1	arm64
libsrt1.5-gnutls	1.5.3-1build2	arm64
libss2	1.47.0-2.4~exp1ubuntu4.1	arm64
libssh-4	0.10.6-2ubuntu0.5	arm64
libssh-gcrypt-4	0.10.6-2ubuntu0.5	arm64
libssl-dev	3.0.13-0ubuntu3.15	arm64
libssl3t64	3.0.13-0ubuntu3.15	arm64
libstdc++-13-dev	13.3.0-6ubuntu2~24.04.1	arm64
libstdc++6	14.2.0-4ubuntu2~24.04.1	arm64
libsuitesparse-dev	1:7.6.1+dfsg-1build1	arm64
libsuitesparse-mongoose3	1:7.6.1+dfsg-1build1	arm64
libsuitesparseconfig7	1:7.6.1+dfsg-1build1	arm64
libsuperlu-dev	6.0.1+dfsg1-1build1	arm64
libsuperlu6	6.0.1+dfsg1-1build1	arm64
libsvtav1enc1d1	1.7.0+dfsg-2build1	arm64
libswresample-dev	7:6.1.1-3ubuntu5	arm64
libswresample4	7:6.1.1-3ubuntu5	arm64
libswscale-dev	7:6.1.1-3ubuntu5	arm64
libswscale7	7:6.1.1-3ubuntu5	arm64
libsystemd-shared	255.4-1ubuntu8.17	arm64
libsystemd0	255.4-1ubuntu8.17	arm64
libsz2	1.1.2-1build1	arm64
libtasn1-6	4.19.0-3ubuntu0.24.04.2	arm64
libtbb-dev	2021.11.0-2ubuntu2	arm64
libtbb12	2021.11.0-2ubuntu2	arm64
libtbbbind-2-5	2021.11.0-2ubuntu2	arm64
libtbbmalloc2	2021.11.0-2ubuntu2	arm64
libtcl8.6	8.6.14+dfsg-1build1	arm64
libtesseract5	5.3.4-1build5	arm64
libthai-data	0.1.29-2build1	all
libthai0	0.1.29-2build1	arm64
libtheora-dev	1.1.1+dfsg.1-16.1build3	arm64
libtheora0	1.1.1+dfsg.1-16.1build3	arm64
libtiff-dev	4.5.1+git230720-4ubuntu2.5	arm64
libtiff6	4.5.1+git230720-4ubuntu2.5	arm64
libtiffxx6	4.5.1+git230720-4ubuntu2.5	arm64
libtinfo6	6.4+20240113-1ubuntu2.2	arm64
libtinyxml2-10	10.0.0+dfsg-2	arm64
libtinyxml2-dev	10.0.0+dfsg-2	arm64
libtirpc-common	1.3.4+ds-1.1build1	all
libtirpc-dev	1.3.4+ds-1.1build1	arm64
libtirpc3t64	1.3.4+ds-1.1build1	arm64
libtk8.6	8.6.14-1build1	arm64
libtool	2.4.7-7build1	all
libtsan2	14.2.0-4ubuntu2~24.04.1	arm64
